user_id,signup_date,plan_tier,company_size,region,industry,acquisition_channel,is_enterprise,churned_30d,churned_90d,downgraded,expansion_event,signup_month
1c0eac31-3f52-442d-b2ad-6ede05e9f77d,2024-08-19,free,11-50,EU,healthcare,partner,False,0,0,0,1,2024-08
f3d38627-5e49-4ead-9a26-64eda42ba1d2,2024-12-22,free,51-200,APAC,healthcare,partner,False,0,0,0,0,2024-12
7d1ec84b-e0ed-4ba4-a44a-926714deea32,2025-03-09,premium,1-10,EU,finance,seo,False,0,0,0,1,2025-03
64a83414-c2dd-4b14-860b-4f1ed35d4af6,2025-03-21,standard,1-10,,software,ads,False,0,0,0,0,2025-03
68b7a543-debd-49ad-9d0f-5b6be121cc78,2025-04-28,standard,11-50,,education,partner,False,0,0,0,1,2025-04
ae2dc2fa-bc8b-4241-9da7-8bb4afeab88e,2024-09-20,standard,51-200,EU,transport,outbound,False,0,0,0,0,2024-09
ae466620-06db-4d74-80e5-f5e8ea4d7195,2024-05-30,free,11-50,APAC,education,partner,False,0,0,0,1,2024-05
055098d3-5c39-4048-8ffa-5d9c20ba0359,2024-07-10,premium,11-50,APAC,manufacturing,seo,False,0,0,0,0,2024-07
bcc91bda-7ea1-4593-bad8-c097d23b7b20,2025-03-04,free,1-10,,telecom,seo,False,0,0,0,0,2025-03
31875e8c-9e60-4027-a355-5b59744c3fc1,2025-02-26,standard,1-10,EU,finance,partner,False,0,0,0,1,2025-02
a7d20b72-5f60-4a3f-9b9c-70185f56cf49,2025-05-05,standard,1-10,EU,media,seo,False,0,0,0,0,2025-05
749fd466-cb5f-4a67-a842-72d7ad2c73b3,2025-02-09,standard,1-10,,energy,seo,False,0,0,0,0,2025-02
19ea04d8-ea2b-4dd1-8743-a128a8b64ba5,2024-09-17,standard,200+,EU,manufacturing,partner,False,0,0,0,0,2024-09
642e84e0-d993-45bc-b100-5b4ed27cd2a2,2024-02-27,premium,1-10,APAC,education,ads,False,1,0,0,1,2024-02
6fb6f97a-f4da-41ab-a6f9-be4dbdd496aa,2025-05-26,free,1-10,,finance,partner,False,0,0,0,1,2025-05
cf55897b-e2f9-43e9-a3e2-883f826c7120,2024-07-21,premium,200+,,transport,seo,True,0,0,0,1,2024-07
1373e2d6-0fe1-4f0f-bab8-951aa48de9de,2025-02-07,standard,200+,,education,partner,True,0,0,0,0,2025-02
33b66778-d791-40a1-8566-f017f876b8d8,2024-05-09,standard,11-50,EU,transport,ads,False,0,0,0,1,2024-05
1c574804-f453-4c08-b782-37c39a7faac6,2024-05-09,premium,51-200,,media,outbound,False,0,0,0,1,2024-05
c211911c-db8a-4968-b253-6a27d26c4f7e,2024-10-10,free,200+,LATAM,software,partner,False,0,0,0,0,2024-10
61626b69-e97f-4e6a-aed8-a67e141e9dd1,2024-12-19,free,11-50,,education,outbound,False,0,0,0,1,2024-12
3051a0de-a648-4c58-900b-fe82b7731b87,2024-07-04,free,51-200,LATAM,transport,seo,False,0,0,0,1,2024-07
6557aaa5-b66b-4d63-96aa-96df4d95fbea,2025-06-04,standard,51-200,APAC,education,partner,False,0,0,0,0,2025-06
673e1637-c181-426b-ae6b-79839efc33ce,2024-07-25,free,51-200,,manufacturing,seo,False,1,0,0,0,2024-07
b99737e0-21e5-4ec4-b5a5-c8c5e2535086,2025-05-22,free,51-200,EU,education,seo,False,1,0,0,0,2025-05
9e8fc76d-cca8-4df2-91f2-b5005b2aae87,2024-12-17,free,1-10,LATAM,telecom,partner,False,1,0,0,0,2024-12
36263d62-3e2d-4dc5-89f0-c7b512fb6703,2025-03-06,premium,51-200,,telecom,partner,False,0,0,0,0,2025-03
8f2d1da1-928e-495d-8eca-d72614380bb8,2025-01-19,standard,1-10,APAC,finance,partner,False,0,0,0,1,2025-01
b1c91ca1-fb80-41c4-aa36-f3baa2ed46c0,2024-03-25,standard,11-50,,transport,ads,False,1,0,0,1,2024-03
8cbc14b7-1674-433e-b5df-76ef7b3521ee,2024-10-21,premium,51-200,,education,ads,False,0,0,0,0,2024-10
d48047f7-e9b6-4edd-83d5-73ce7c87ba5c,2024-10-26,premium,11-50,,telecom,ads,False,0,0,0,1,2024-10
da0bd826-a6b0-4435-ba0e-482182a9d655,2025-05-19,free,11-50,,education,seo,False,0,0,0,0,2025-05
a9d3280b-426e-4faf-8b90-c05ae2d3fc3b,2025-02-27,standard,11-50,,media,ads,False,0,0,0,1,2025-02
6c117aca-6ee5-4adc-b89d-aa8ade1d4aa7,2025-06-27,free,1-10,,manufacturing,seo,False,0,0,0,0,2025-06
d40fff53-01bc-4b13-a5ae-246a2719a54d,2025-04-22,premium,11-50,EU,education,outbound,False,0,0,0,1,2025-04
9d433a25-8ccb-436a-812d-277678625d1c,2025-04-28,free,51-200,LATAM,transport,ads,False,0,0,0,0,2025-04
0be6aec8-43d2-47e7-9ebd-502fe32ebe2c,2024-09-05,free,200+,APAC,energy,ads,False,0,0,0,0,2024-09
316b49ca-ddce-4193-85b6-9a0c820ecd62,2025-04-17,free,1-10,,healthcare,ads,False,0,0,0,1,2025-04
2a413b33-da50-4646-8042-c886f665316c,2025-03-03,premium,1-10,LATAM,retail,seo,False,0,0,0,1,2025-03
6eacb68c-ad2f-49a9-b132-f16ba35278fd,2025-06-13,standard,51-200,APAC,transport,partner,False,0,0,0,0,2025-06
84276c47-b470-45f4-bc30-cdacffcfe904,2025-03-24,standard,1-10,APAC,retail,ads,False,0,0,0,1,2025-03
ab7411fd-2ba2-49d7-bfbc-14ba275f8b05,2025-06-15,free,51-200,EU,media,outbound,False,1,0,0,0,2025-06
fdb6e38b-655c-4aa1-a6a1-ed19e80c2f42,2025-03-19,free,11-50,,education,ads,False,1,0,0,1,2025-03
1ff0dc2b-cc2f-4cb5-aad9-cbe15c182b01,2024-09-04,free,11-50,,telecom,outbound,False,0,0,0,1,2024-09
a74a07b7-3fef-426a-8b27-da61b9480739,2024-10-30,free,11-50,APAC,retail,partner,False,1,0,0,1,2024-10
134b3510-16e2-4358-9bd8-3cfa63f18c60,2024-02-19,free,11-50,EU,manufacturing,seo,False,0,0,0,1,2024-02
c075ae32-bbe1-4532-8540-d6fac08432ad,2025-04-20,free,11-50,EU,energy,outbound,False,0,0,0,1,2025-04
7229cbb6-26ab-4ccd-acba-97168c992da2,2025-04-30,free,1-10,EU,transport,seo,False,0,0,0,0,2025-04
23423688-391e-4537-aedb-8d9cc3f26436,2024-06-23,free,11-50,,healthcare,partner,False,0,0,0,1,2024-06
432bbf0d-1f79-4d43-b0fe-529a1b6736ad,2024-08-04,premium,11-50,,software,seo,False,0,0,0,1,2024-08
9cd4680e-4eac-4aa7-8907-4f81787a77a4,2025-03-04,standard,1-10,APAC,retail,ads,False,0,0,0,0,2025-03
e11fbbf4-92cd-4502-bbe3-6f1dfc9f51a1,2024-09-10,standard,11-50,APAC,manufacturing,partner,False,0,0,0,1,2024-09
d0b5128c-5714-4ef5-bedf-8d3d86ca5b6d,2024-09-02,free,11-50,,finance,seo,False,1,0,0,1,2024-09
46d57698-0da5-47aa-9014-c99ac1b874ed,2024-07-17,premium,1-10,,education,ads,False,0,0,0,1,2024-07
5c34d7e6-39f5-4638-80a3-684e5ee16819,2025-03-28,premium,51-200,APAC,energy,seo,False,0,0,0,0,2025-03
61d3ae97-ce4a-4d87-b8c1-bf3d911806e0,2025-01-30,premium,200+,,retail,ads,True,0,0,0,0,2025-01
497e2ccf-8723-434c-9c29-91a0675fbc4a,2025-06-14,standard,51-200,APAC,telecom,ads,False,0,0,0,0,2025-06
255462a6-dcb4-43a7-bd94-63085ba70ace,2025-06-25,standard,1-10,APAC,retail,outbound,False,0,0,0,0,2025-06
fc369378-1f3e-4f47-9335-52edd119a565,2025-03-21,free,1-10,APAC,retail,seo,False,0,0,0,1,2025-03
a1e18ecf-27cc-46f7-b8e8-46c43834cef7,2025-05-21,premium,51-200,,energy,ads,False,1,0,0,0,2025-05
3d9cb27d-3ec5-4397-9415-05f479a12ecd,2025-05-01,free,11-50,,software,ads,False,0,0,0,1,2025-05
634ec14a-2f97-4398-a4e6-5d47947b392d,2025-03-15,free,51-200,EU,retail,seo,False,0,0,0,0,2025-03
87c2900f-2dbd-490c-a241-43d129cb659d,2024-06-28,standard,1-10,EU,telecom,partner,False,0,0,0,1,2024-06
a0567513-d43e-48f4-b197-6577c9490676,2025-04-16,free,51-200,LATAM,healthcare,outbound,False,0,0,0,0,2025-04
f14236a3-3ce6-4b5f-865c-e58a66657acf,2024-06-22,free,11-50,,education,partner,False,0,0,0,1,2024-06
50e0e72c-590a-49dd-a53c-a78fc15f878a,2024-10-16,standard,1-10,EU,telecom,outbound,False,0,0,0,1,2024-10
282a04cb-9401-4fb9-9ecb-30f96c4b8a50,2025-05-16,free,11-50,APAC,education,seo,False,1,0,0,0,2025-05
dac2a96c-7b97-4336-9dec-a9f2bef999d6,2025-02-07,free,1-10,EU,energy,ads,False,0,0,0,1,2025-02
b9360b08-8c14-4921-9ee9-4d212308d7a8,2024-06-01,standard,1-10,APAC,finance,seo,False,0,0,0,1,2024-06
a8ece009-cd9e-4cc3-a2a3-79c03d1352e4,2024-12-12,free,11-50,,finance,outbound,False,0,0,0,1,2024-12
dafa5233-7cc6-41b6-8a6d-18a5742a5c0f,2024-06-25,premium,11-50,,education,seo,False,0,0,0,1,2024-06
56eed858-3d32-4508-bb9c-90a5f1a31d62,2024-07-26,standard,1-10,APAC,manufacturing,partner,False,0,0,0,0,2024-07
84f6657a-5529-4463-b194-5959ae7ade9a,2024-09-04,free,11-50,,manufacturing,seo,False,0,0,0,1,2024-09
41d2f1f0-e24f-4f0f-840f-f23adcc700c9,2025-05-06,premium,51-200,APAC,media,partner,False,0,0,0,0,2025-05
a8a1bf8f-9b7e-49ac-a9cc-8666f821bd87,2025-06-25,standard,1-10,EU,manufacturing,partner,False,0,0,0,0,2025-06
d2b6098b-8ab7-4ac7-b515-be583f092afa,2025-03-11,free,200+,APAC,manufacturing,seo,False,0,0,0,0,2025-03
fc5c25b9-e607-4047-a92b-e3ea09eca902,2025-04-21,premium,1-10,,transport,outbound,False,0,0,0,0,2025-04
abd6a249-7297-4d27-8724-6d088e7b6518,2025-04-24,premium,1-10,EU,transport,seo,False,0,0,0,0,2025-04
a25b1940-edff-4f43-aabc-191b29177470,2025-04-13,standard,11-50,,finance,seo,False,1,0,0,0,2025-04
de431b5c-e1de-4f75-84db-b5ab7fef8a5c,2025-02-23,standard,11-50,,media,partner,False,0,0,0,1,2025-02
8aab295c-1e91-4081-9928-81aced419049,2025-04-10,free,11-50,APAC,energy,ads,False,1,0,0,1,2025-04
02d99cd2-bd2c-4612-882e-2cc92a30aef7,2024-05-08,free,51-200,,media,seo,False,0,0,0,1,2024-05
6b9025ac-3089-4389-90dc-472963e10242,2024-05-16,free,11-50,EU,manufacturing,partner,False,0,0,0,1,2024-05
738a173f-375c-45ae-9155-2d0eda8ffa66,2024-04-09,free,51-200,,retail,ads,False,0,0,0,1,2024-04
0f0000e3-2452-4cc1-bb0f-d8c6f6420a6e,2025-04-25,free,1-10,APAC,healthcare,partner,False,0,0,0,0,2025-04
e8aa19fc-d973-4994-ab63-abb7883536bc,2024-03-14,standard,1-10,EU,software,ads,False,0,0,0,1,2024-03
337f6732-36dd-48fe-b930-ce505de257f3,2025-03-11,free,1-10,APAC,finance,seo,False,0,0,0,0,2025-03
216d143a-ddb3-425e-8e86-e416a964c23b,2024-09-20,free,11-50,APAC,manufacturing,outbound,False,1,0,0,1,2024-09
2cf923f6-3643-4ec6-a72f-1c2ab62429a1,2024-05-17,free,200+,,healthcare,ads,False,0,0,0,0,2024-05
9b7a7efc-4b8b-4b9e-aa35-5439dc955a82,2025-01-02,free,200+,,finance,seo,False,0,0,0,0,2025-01
1c2addd7-0834-4531-be9a-5d1e0926dd7b,2025-02-20,premium,1-10,,retail,seo,False,0,0,0,1,2025-02
3f01faa3-6f19-4618-8e8c-8eae1a840173,2025-06-22,free,11-50,APAC,finance,outbound,False,0,0,0,1,2025-06
694ebda4-0aeb-45cb-9e6a-b8325e54edbe,2024-10-31,standard,11-50,,finance,partner,False,1,0,0,1,2024-10
28505ed3-25fe-482e-ac37-cbcb38e9807a,2025-05-30,free,11-50,,telecom,seo,False,0,0,0,1,2025-05
f6771d5e-0edb-4d46-99a5-dda18bcf8525,2024-04-26,standard,51-200,APAC,education,ads,False,0,0,0,0,2024-04
30c63420-5002-4ecd-b51a-8ac10de664a2,2024-06-24,free,11-50,APAC,telecom,outbound,False,0,0,0,1,2024-06
fc234124-9349-4b78-b8ac-7abb95f750c7,2024-08-30,free,200+,LATAM,software,seo,False,0,0,0,0,2024-08
95844989-0600-40be-a860-398a7eeb80c2,2025-05-15,standard,51-200,EU,retail,partner,False,0,0,0,0,2025-05
534e03da-d6f2-49bc-a68a-0e1e2b0c17fb,2025-02-11,standard,1-10,APAC,media,ads,False,0,0,0,1,2025-02
ab0cd212-4748-48a2-96a4-5f4317d8c393,2025-06-30,standard,1-10,EU,media,partner,False,0,0,0,1,2025-06
a4083487-499d-4522-9576-de76de963a59,2025-01-15,standard,11-50,APAC,education,seo,False,1,0,0,0,2025-01
27740ffa-157e-4fcc-be42-8081a7ab189e,2024-09-10,free,11-50,,media,seo,False,1,0,0,1,2024-09
161fa979-aa05-4df4-b7b9-5c66aea9934b,2024-12-18,free,11-50,APAC,energy,seo,False,0,0,0,1,2024-12
c72c4ae8-fdae-431a-a058-d9e2f26342b3,2024-08-12,free,11-50,,transport,seo,False,0,0,0,1,2024-08
7815744e-286d-4c4c-bddc-2b2b46f865ce,2024-07-22,free,51-200,APAC,transport,ads,False,0,0,0,1,2024-07
41a8b808-4e21-437d-8d68-5212d5c75fad,2025-06-25,free,1-10,APAC,software,outbound,False,0,0,0,0,2025-06
bf892c0d-9951-4031-afa6-3307fef48a29,2025-03-25,standard,11-50,,manufacturing,ads,False,1,0,0,0,2025-03
55f17bbb-72ad-41ea-81d8-b8e5337df6d2,2024-09-23,free,51-200,EU,manufacturing,ads,False,0,0,0,1,2024-09
98306ba6-98af-4c01-b6ef-7a1d17bdf3d7,2025-05-04,standard,1-10,APAC,telecom,seo,False,0,0,0,0,2025-05
1ccdc237-c1cc-49c8-98bd-95ea9696fdd5,2024-11-22,premium,51-200,,retail,partner,False,0,0,0,0,2024-11
ec50170c-dc39-4e63-98f0-014eea10d9f1,2024-02-05,premium,1-10,,healthcare,seo,False,0,0,0,1,2024-02
e7b4e9ef-72d0-44a9-b434-27722fded7b6,2025-02-13,standard,51-200,EU,education,seo,False,1,0,0,0,2025-02
1fcf1cf9-ef01-4913-ac0c-80133751bae0,2025-03-08,premium,1-10,EU,software,seo,False,0,0,0,1,2025-03
e2614fc3-7fa3-4f28-9862-53a0c57c9c62,2025-03-28,free,51-200,,media,seo,False,1,0,0,0,2025-03
71cfbc67-f9ac-4162-b2d6-cd878313e90b,2024-09-12,free,11-50,,software,seo,False,1,0,0,1,2024-09
a85810cc-c152-495b-aeef-4d19d0a0bfae,2025-05-23,free,1-10,APAC,telecom,seo,False,0,0,0,0,2025-05
1605d487-88f3-4c8e-b658-d711ad4dfaee,2024-10-11,premium,1-10,EU,software,ads,False,0,0,0,1,2024-10
7186e7d2-6855-4c5e-8f6b-21e4095840c4,2024-07-06,standard,11-50,APAC,education,seo,False,0,0,0,1,2024-07
fe85f439-01f9-4a11-b162-d0cba849a45d,2024-11-18,standard,51-200,APAC,healthcare,ads,False,0,0,0,0,2024-11
0a3eb724-2c7e-4cc6-a2e5-b61eeb5fb2b2,2025-05-05,free,1-10,APAC,retail,outbound,False,0,0,0,0,2025-05
52503f15-45a4-4f87-be4e-3f0ecb03a8dc,2024-11-23,standard,11-50,EU,education,outbound,False,1,0,0,1,2024-11
94c49344-bed1-4466-8343-cbf44a21644d,2025-03-26,free,1-10,LATAM,healthcare,partner,False,0,0,0,0,2025-03
1655f276-6c6a-4d07-9302-0495a03cca44,2024-08-20,free,200+,APAC,software,seo,False,0,0,0,0,2024-08
e1323ecd-1798-4205-bdd7-05ab8758934b,2025-02-20,standard,51-200,,transport,partner,False,0,0,0,0,2025-02
c56e45dd-3e18-4905-bded-24d24a20262d,2025-05-20,premium,11-50,,retail,outbound,False,0,0,0,1,2025-05
6eb78414-3f71-4ced-8864-385234f4a67c,2025-03-24,free,51-200,EU,education,seo,False,0,0,0,0,2025-03
d8cac7fc-7f87-4a05-969d-cbd60e954ee4,2025-06-15,free,11-50,APAC,manufacturing,partner,False,1,0,0,0,2025-06
d6d2d605-bd8d-45a1-8628-320e71c04863,2025-05-21,standard,1-10,APAC,media,outbound,False,0,0,0,1,2025-05
0f1a0541-f1ab-45bd-962b-ec4f0a34e2cd,2024-12-01,free,1-10,,finance,ads,False,0,0,0,0,2024-12
898b73df-27e2-42ec-93c2-5e17c692fc5e,2025-05-22,free,11-50,APAC,finance,ads,False,1,0,0,1,2025-05
7a2e3db3-eb7e-4749-a228-fbefaa9557d4,2024-10-21,standard,1-10,LATAM,education,seo,False,0,0,0,1,2024-10
598a3846-ade4-48fc-9e88-c6a8e6e32b2d,2025-05-03,free,11-50,LATAM,healthcare,seo,False,1,0,0,1,2025-05
9e57d8af-c19c-498f-9498-bf89cb176c5a,2024-07-11,premium,11-50,EU,finance,seo,False,0,0,0,1,2024-07
8fb2222c-4449-4ba7-a4d5-e174d43c786a,2025-02-14,free,11-50,,telecom,seo,False,0,0,0,1,2025-02
0b0e31b5-82fe-4fd5-b732-8f4dec62f075,2025-04-18,premium,11-50,,telecom,seo,False,0,0,0,0,2025-04
7e06161b-50ec-467d-9d13-067e3e534374,2024-12-24,free,1-10,,manufacturing,outbound,False,1,0,0,1,2024-12
feb65c44-4eac-43e5-b5bc-9c38bc58f647,2024-03-25,free,11-50,,telecom,seo,False,0,0,0,1,2024-03
09b99013-4faf-4b55-8026-53eda92ee627,2025-03-24,free,51-200,LATAM,retail,partner,False,0,0,0,0,2025-03
e0af6007-8dc9-4fb7-82b3-3fb62d55a298,2025-06-14,free,51-200,EU,education,seo,False,0,0,0,0,2025-06
a2033e69-e870-45b5-9565-9182680fae35,2025-05-14,standard,200+,,telecom,partner,False,0,0,0,0,2025-05
f548cd49-ed77-40ba-88d3-d0716479e6ad,2024-11-11,free,51-200,,energy,seo,False,0,0,0,0,2024-11
b538162d-e395-4837-b311-62d7e9a86666,2025-03-02,free,11-50,EU,manufacturing,seo,False,1,0,0,1,2025-03
188b0fd3-1af9-4ff9-bea6-698a0d35fa51,2024-11-07,premium,51-200,,energy,seo,False,0,0,0,0,2024-11
9096f1a8-3de7-4f90-93b5-18026ae2b335,2025-06-08,premium,1-10,,healthcare,partner,False,0,0,0,0,2025-06
f9fba249-27cd-4186-ad83-de2bde6766be,2025-04-17,standard,11-50,APAC,software,partner,False,0,0,0,0,2025-04
64b49a42-4cd3-4e69-a4c8-c57139c8bbe2,2024-02-17,free,51-200,APAC,telecom,partner,False,0,0,0,1,2024-02
df9e1923-b0fc-402e-9f8f-c9595c0b3791,2025-05-21,free,11-50,,energy,partner,False,0,0,0,0,2025-05
fa2a9e8e-a44a-41c6-b473-29d798c9ef0a,2025-01-28,free,51-200,,telecom,seo,False,0,0,0,0,2025-01
3debede6-be35-40f8-9d77-fb92f0c7498e,2025-03-12,free,11-50,EU,transport,seo,False,0,0,0,1,2025-03
c292e215-72f8-4780-8757-0e74ac5627ba,2024-12-08,standard,11-50,EU,energy,seo,False,0,0,0,1,2024-12
1221274a-5222-450d-bb3b-665e050ff9e9,2025-05-12,standard,51-200,,energy,outbound,False,0,0,0,0,2025-05
fc5105f8-89f2-423a-8f2d-67a3e2571ec7,2024-03-13,free,51-200,,transport,ads,False,1,0,0,1,2024-03
3930e689-02d6-4527-953e-c6aeaf6d769e,2025-06-12,free,1-10,,telecom,ads,False,0,0,0,0,2025-06
f2a7fb8c-aa47-44ff-9291-bf7e8ac9acb2,2024-02-17,free,11-50,,transport,partner,False,0,0,0,1,2024-02
e454e390-2714-438e-a723-e99fcb064bf4,2024-12-14,standard,200+,EU,transport,seo,True,0,0,0,0,2024-12
5295927f-cdbc-404d-9222-35efe25fad00,2024-09-03,free,11-50,EU,energy,seo,False,0,0,0,1,2024-09
e2148555-8d00-4d04-93ad-5c735ecb8733,2025-05-30,premium,11-50,EU,education,partner,False,0,0,0,0,2025-05
b90110f1-d15b-4dab-9850-afad938c1f65,2024-08-18,free,51-200,LATAM,software,seo,False,0,0,0,1,2024-08
1d1a2c5b-1e00-4a87-ba24-78ad45b097bb,2025-03-07,free,200+,APAC,media,partner,False,0,0,0,0,2025-03
29e32f6d-48bb-44cb-aa27-ec90d1d3a99a,2025-06-12,premium,11-50,LATAM,manufacturing,partner,False,0,0,0,0,2025-06
ed0f0735-1a28-4f6a-a4d5-41faec7b6b69,2025-02-06,standard,1-10,,education,partner,False,0,0,0,1,2025-02
46ff277c-5182-453f-af24-fb83553353a2,2025-04-18,standard,1-10,,finance,ads,False,0,0,0,1,2025-04
ddcd3ba6-75c5-48a8-b48d-dbad550f5e62,2025-06-04,free,11-50,APAC,transport,outbound,False,0,0,0,0,2025-06
a5a83182-b896-4962-8237-d8440831d7a2,2024-06-10,standard,1-10,,media,outbound,False,0,0,0,1,2024-06
1e051e30-a753-44ec-a7b9-86162fa3dabb,2025-03-03,free,51-200,,education,outbound,False,0,0,0,0,2025-03
4c1e2fd3-9edc-4f61-bdd1-0feb6253ae9b,2024-12-07,free,1-10,,education,seo,False,0,0,0,1,2024-12
5be2123b-db2a-40d7-a62d-6c4d448f793a,2024-03-10,free,11-50,,healthcare,partner,False,0,0,0,1,2024-03
1bc7a36f-0f1d-45df-9a60-c6c64e169003,2024-12-14,free,11-50,APAC,telecom,partner,False,0,0,0,1,2024-12
68fdd260-3a98-46d5-9d1f-bf7f2ac44a3a,2024-10-23,free,51-200,EU,education,seo,False,0,0,0,0,2024-10
ba6e6ded-1379-45c7-b3a9-3094fd1eb455,2025-01-05,free,11-50,,software,seo,False,0,0,0,1,2025-01
6086cb90-b4bc-44c3-8d7f-fcaa9794e3d1,2025-02-10,free,1-10,EU,software,partner,False,0,0,0,0,2025-02
58730c59-175d-455f-bb3a-f43d4edaab82,2024-12-20,free,11-50,LATAM,energy,seo,False,0,0,0,1,2024-12
22e136fb-05c3-4a87-9245-9999bc0db657,2025-04-07,free,1-10,EU,retail,partner,False,0,0,0,0,2025-04
b5326292-9157-4086-b1dd-11ad7bbe1d7d,2024-04-01,premium,51-200,,software,seo,False,0,0,0,0,2024-04
57d7fb46-472a-4408-a413-ae9313ceeb62,2025-04-15,free,11-50,APAC,transport,seo,False,0,0,0,1,2025-04
abb6d6cf-5524-4b54-86a4-17818c6bfe6b,2025-01-31,standard,1-10,EU,software,partner,False,1,0,0,1,2025-01
617c0980-285e-4a65-9703-646a5f0d9ec6,2025-06-20,premium,1-10,EU,finance,seo,False,0,0,0,1,2025-06
7f8237bb-6cdc-483d-9a29-fe715e41d76a,2024-10-16,standard,1-10,EU,manufacturing,outbound,False,0,0,0,1,2024-10
