user_id,signup_date,plan_tier,company_size,region,industry,acquisition_channel,is_enterprise,churned_30d,churned_90d,downgraded,expansion_event,signup_month
d4f8173f-c03f-4e06-8be9-df9bab29b548,2025-02-24,free,11-50,,energy,outbound,False,1,0,0,1,2025-02
ae42d0ae-7c79-4690-a340-cf1c4ba52919,2024-05-16,free,1-10,EU,finance,ads,False,0,1,0,1,2024-05
d9479437-ed74-4f61-8a0b-99eefdb39aff,2025-03-08,free,200+,,software,outbound,False,0,1,0,0,2025-03
3d17faa7-46a2-47f8-b211-7537730974d6,2024-07-11,standard,1-10,,software,partner,False,0,0,0,1,2024-07
71999335-54ac-4eb4-baf7-d836c79a5ebb,2024-08-20,standard,11-50,EU,healthcare,partner,False,0,0,0,1,2024-08
cb725b49-642f-4f15-ac60-ec6a39759b60,2024-10-27,free,11-50,APAC,telecom,partner,False,0,0,0,1,2024-10
21a450fc-0f9b-4ccc-ad38-91d1e3ead628,2024-10-28,standard,1-10,APAC,healthcare,partner,False,0,1,0,1,2024-10
92d8291a-2f84-49a8-a107-dd551422fa3e,2025-05-01,standard,11-50,APAC,retail,ads,False,0,0,0,0,2025-05
65a89097-c0ee-4ad3-bafe-ac80aee88893,2024-10-09,premium,51-200,EU,telecom,ads,False,0,0,0,0,2024-10
13a35f50-a5bc-4652-bbd4-ff0ade1df6c6,2025-01-03,free,11-50,EU,manufacturing,ads,False,0,0,0,1,2025-01
e4cb629c-fb34-40c0-bb51-79914e197309,2024-09-04,standard,1-10,EU,education,ads,False,0,0,0,1,2024-09
4f94d92b-803a-4d2a-9380-9fc56378f05c,2024-08-06,free,1-10,EU,finance,ads,False,0,1,0,1,2024-08
0fb09803-c429-4959-9a56-5f4b51fd0d1e,2025-02-14,standard,200+,,media,seo,True,0,0,0,0,2025-02
9b8b2441-567b-4002-a182-dfbe1718efa4,2025-06-07,premium,51-200,APAC,telecom,seo,False,0,0,0,0,2025-06
e0892fe3-755b-409e-ac98-464a7ab9203b,2024-07-06,free,1-10,EU,transport,ads,False,0,0,0,1,2024-07
eb15299c-9fc5-4757-a149-5c46b1989550,2024-02-15,premium,11-50,EU,transport,partner,False,0,0,0,1,2024-02
3972cb9d-d23c-4f0f-8d18-0c6af27e1959,2024-04-05,free,11-50,LATAM,manufacturing,ads,False,0,0,0,1,2024-04
aff72224-35da-40c6-bf6b-5430649cf1b0,2025-01-09,free,1-10,,retail,outbound,False,0,1,0,1,2025-01
c77dcbbe-671f-4546-9554-0a4d806bc6be,2025-05-17,premium,11-50,,healthcare,outbound,False,0,0,0,0,2025-05
6347d24d-3009-47dd-a072-191008f352ce,2024-04-03,standard,11-50,,energy,partner,False,0,0,1,1,2024-04
9f2fbcd3-09d5-488f-8efa-6270e380f5f7,2025-02-26,premium,1-10,APAC,education,seo,False,0,0,0,1,2025-02
e256f910-d3ae-4198-afef-8efc1fd8abcd,2024-11-15,free,1-10,,transport,outbound,False,0,0,0,1,2024-11
6a300408-55d6-4c27-91b9-9cc9f22282de,2025-02-13,free,1-10,,energy,seo,False,0,1,0,1,2025-02
a5ac3a7a-19f6-472b-9a79-d0f6f49bfd52,2025-06-04,free,1-10,APAC,retail,ads,False,0,0,0,1,2025-06
9b4f0fdd-449a-46b1-99c4-41698022ad49,2024-09-18,free,11-50,EU,energy,ads,False,0,0,0,1,2024-09
bf26be4a-5dd1-44a8-9b00-ea64cbee5201,2024-06-14,free,11-50,APAC,transport,seo,False,0,1,0,1,2024-06
0c2a858b-5ed0-4b45-b3b2-9d305f0bc4e3,2024-08-19,standard,1-10,,software,seo,False,0,0,0,1,2024-08
20b34ae6-bfd2-46c1-bf3a-b4233b54325a,2024-03-04,free,11-50,LATAM,software,outbound,False,0,0,0,1,2024-03
9096df30-18f4-478c-84d9-52c207e8a1e1,2024-03-19,free,11-50,,telecom,ads,False,0,1,0,1,2024-03
c09a13b0-5e6f-4bc4-b2bb-e82c4ec6c68d,2024-05-09,premium,1-10,EU,telecom,partner,False,0,1,0,1,2024-05
c82e9df0-63a2-420b-8379-35237a580c04,2025-05-07,standard,51-200,APAC,transport,seo,False,0,0,0,0,2025-05
b8795d93-e0d0-49aa-b22f-9bbedd75010b,2024-02-05,premium,1-10,EU,energy,seo,False,0,0,0,1,2024-02
9bf5ef20-c40c-42a4-bf62-29103ef41103,2024-09-05,free,51-200,EU,education,seo,False,1,0,0,1,2024-09
253f93f4-1a2d-4e5b-94c1-03fb2743fd87,2025-06-17,free,11-50,,manufacturing,ads,False,0,1,0,1,2025-06
c379a3b7-cb5c-4082-8719-bc7bcc8fd1ec,2025-03-04,free,1-10,,transport,seo,False,0,0,0,1,2025-03
fa888943-1d02-4871-9992-a0b3ec7d69f1,2024-08-25,free,51-200,LATAM,manufacturing,seo,False,0,1,0,1,2024-08
b254439e-f55d-4b2f-832d-1c93a568aa92,2024-09-28,free,51-200,APAC,finance,partner,False,0,1,0,0,2024-09
bec3b160-9ad3-4502-ac4b-4054b4a34ef5,2024-05-06,free,51-200,EU,education,ads,False,1,0,0,1,2024-05
85925200-3336-4f7e-856e-424fd768ca72,2025-05-30,standard,11-50,APAC,telecom,seo,False,0,0,0,1,2025-05
dd35d702-0bb6-46f6-8573-14d527830b8c,2025-03-13,standard,1-10,LATAM,energy,partner,False,0,0,0,1,2025-03
dd656d8b-ed83-497e-9fcd-4019a033691e,2024-09-18,free,1-10,APAC,telecom,seo,False,0,1,0,1,2024-09
36b3df4b-ece2-4c03-ad86-17f7115d47c7,2024-07-20,standard,11-50,,software,ads,False,0,0,0,1,2024-07
3e6f8569-ecfc-4d99-b9ca-d815fdf850da,2024-07-09,free,11-50,LATAM,telecom,partner,False,0,0,0,1,2024-07
e32311a9-54db-4db7-a208-9e14edea2ab8,2024-09-30,standard,200+,APAC,energy,partner,True,0,0,0,0,2024-09
70702a92-3562-4fb9-806f-89b401f34b90,2024-04-26,free,11-50,,healthcare,outbound,False,0,0,0,1,2024-04
af65b175-d30c-4ea5-b059-5156bf2f816e,2024-02-28,free,1-10,EU,media,seo,False,0,0,0,1,2024-02
8338a713-3c7f-4986-8f76-c7abdff7b6e7,2025-01-05,free,1-10,APAC,retail,partner,False,0,1,0,1,2025-01
d6c41f0f-781d-4d30-9296-c0a72cb62f1d,2024-12-27,free,200+,APAC,software,ads,False,0,0,0,0,2024-12
a3c46250-98cc-4a34-af29-66cda0dfefd5,2025-06-20,premium,11-50,APAC,energy,ads,False,0,0,0,0,2025-06
bd5d2875-3df7-446f-b4c7-30a73a58882a,2025-01-13,free,11-50,,finance,seo,False,0,1,0,1,2025-01
03d2a0a2-5faa-41dc-b0d5-abf9e96969b7,2024-09-18,standard,11-50,,transport,partner,False,1,1,0,1,2024-09
05c7cba1-c584-4576-8b39-59d7b125b578,2024-08-08,premium,11-50,APAC,healthcare,partner,False,0,0,0,1,2024-08
ec10c3fd-c8c1-45c3-a899-557af8fc6f88,2025-02-19,free,51-200,,media,ads,False,0,0,0,0,2025-02
ebd7b43e-85e9-44e3-80e1-5df05b96f87b,2025-02-11,premium,1-10,APAC,energy,outbound,False,0,0,0,0,2025-02
9e193d4f-bacf-4707-b119-33d3db619188,2024-10-16,standard,1-10,,finance,seo,False,0,0,0,1,2024-10
7e1a14e7-a6cf-4f85-bd7a-80f9ec48b230,2025-03-17,standard,11-50,,retail,seo,False,0,0,0,0,2025-03
bcdbf07c-b230-4be8-a718-7462beec9f5c,2024-12-14,free,1-10,EU,energy,seo,False,0,0,0,1,2024-12
846c5c48-d0e9-43c4-9af6-bd48a8a72ecc,2024-09-12,standard,1-10,EU,finance,seo,False,0,0,0,1,2024-09
e0b6ff67-5941-4bf8-a1cb-90fde1fc5140,2025-02-08,standard,1-10,,manufacturing,partner,False,0,0,0,1,2025-02
af938622-5ed4-4d2f-a825-c2870b3810a1,2024-05-23,standard,11-50,APAC,retail,seo,False,0,0,0,1,2024-05
65aa04fc-c7e1-4cee-8b4d-ec7b78d3fa69,2024-10-25,standard,1-10,LATAM,software,seo,False,0,0,0,1,2024-10
823b352c-4962-42fe-893d-800c72830f6b,2025-02-20,standard,1-10,,telecom,ads,False,1,0,0,1,2025-02
39423c96-7433-43b2-bf66-4b47110a84af,2025-02-21,free,1-10,,manufacturing,seo,False,0,0,0,1,2025-02
f97fa6a1-ddb8-4cbe-a8b4-44e95c0f66d7,2024-05-23,standard,51-200,,transport,partner,False,1,0,0,0,2024-05
59cdf248-da7c-4b88-adc7-4ad03e7e2e2c,2024-04-21,free,11-50,EU,transport,partner,False,1,1,0,1,2024-04
a20109e9-4bbe-4539-a447-a5b3a26a38f5,2024-05-23,free,1-10,,manufacturing,ads,False,0,0,0,1,2024-05
87097615-16af-44dc-890f-46990ec84206,2024-02-02,free,200+,APAC,media,partner,False,0,0,0,0,2024-02
69d95600-d27e-4bbe-bfe5-2ea628fc8163,2024-09-12,standard,200+,,telecom,ads,True,0,1,0,0,2024-09
f97f7d79-3ab6-449b-a7fc-e4e39c98061c,2025-02-19,premium,1-10,APAC,telecom,seo,False,0,0,0,1,2025-02
14bdd298-e3c9-4cf6-a6ea-fc009a34c3fd,2025-03-22,premium,1-10,EU,retail,seo,False,1,0,0,1,2025-03
1c7418f1-504f-44e0-8077-7854fa42572b,2024-10-04,free,1-10,APAC,retail,ads,False,0,0,0,1,2024-10
15b91f1d-7424-4203-b219-1c296e984f30,2025-04-14,standard,1-10,APAC,finance,seo,False,1,0,0,1,2025-04
cd08ab4a-a674-4b48-a6d9-69651bcbf632,2024-08-21,free,11-50,EU,healthcare,ads,False,1,0,0,1,2024-08
f7d29b64-8b30-429d-a994-1e8553a1a120,2024-08-02,free,1-10,EU,media,seo,False,0,0,0,1,2024-08
cf22b147-4927-4d18-b8f3-e551cfdf2f5c,2024-06-02,free,1-10,EU,retail,ads,False,0,0,0,1,2024-06
be580d7e-5d65-4827-b05e-10b7155937ac,2025-03-07,premium,1-10,APAC,software,ads,False,0,1,0,1,2025-03
14765c2d-cf7e-4977-b5ef-bdaf4975e55d,2024-11-20,standard,11-50,,energy,partner,False,1,0,0,0,2024-11
733084e1-6d46-4aaf-ab0f-dc6945e96363,2024-11-06,free,51-200,APAC,energy,partner,False,0,0,0,0,2024-11
218d20ef-6b2e-49e6-a3d4-96f33d619d9b,2024-08-16,free,11-50,APAC,education,partner,False,0,0,0,1,2024-08
4a80d1d7-af33-4831-8fc0-ad5a0ad3129d,2024-06-23,free,1-10,EU,education,seo,False,0,0,0,1,2024-06
1a509d55-6290-44fa-afb3-000468841e96,2024-06-03,free,11-50,APAC,energy,partner,False,0,0,0,1,2024-06
3fd16642-b847-432c-a4d8-470aac23ea45,2024-08-05,standard,11-50,EU,manufacturing,ads,False,0,0,0,1,2024-08
86e08a94-b88b-444d-bd16-207cd0663510,2025-01-14,standard,51-200,EU,telecom,seo,False,0,0,0,0,2025-01
c7271c0b-02e3-41ec-bfcd-6aeaf6fe6dda,2025-01-11,standard,51-200,,finance,seo,False,0,0,0,0,2025-01
126eb172-f92a-47dd-bae0-deab4a1c4899,2024-06-26,free,11-50,APAC,media,seo,False,1,0,0,1,2024-06
bf4760a9-3d9f-40dd-a36b-ea8b638fb221,2024-06-27,standard,11-50,,education,ads,False,0,0,0,1,2024-06
ae7c543e-779d-43ae-9fce-ae67ac77174f,2025-01-03,free,11-50,,manufacturing,seo,False,0,1,0,1,2025-01
4620574d-524f-45bc-b598-7787246a5fba,2025-05-18,free,51-200,APAC,healthcare,outbound,False,0,0,0,0,2025-05
2f49dff0-9546-48c4-9985-8ff7fd4b7abb,2024-06-30,free,1-10,,transport,seo,False,0,0,0,1,2024-06
b1aa3986-6a77-4c69-a205-24a9b2d0a58f,2024-11-24,free,51-200,,telecom,ads,False,0,0,0,0,2024-11
941cbd0e-aa60-4096-b18c-dc089f0ac75c,2024-10-20,free,200+,APAC,media,seo,False,0,1,0,0,2024-10
dd972238-e3af-40ae-9588-e45b9684f1a4,2024-06-23,free,1-10,EU,software,outbound,False,0,1,0,1,2024-06
aad37bcd-7919-4a5b-9717-69128647b418,2025-01-11,free,1-10,,telecom,seo,False,0,1,0,1,2025-01
c1859a2c-2868-48ba-9da0-c40f908ccd53,2024-02-02,premium,1-10,APAC,healthcare,outbound,False,0,0,0,1,2024-02
44a7e5b7-5b86-4fd8-94ca-fb3749e752f7,2024-11-30,standard,200+,,healthcare,seo,True,0,0,0,1,2024-11
f0d40654-7a74-4a6d-8801-f2c1c424fffc,2024-10-11,premium,200+,EU,transport,seo,True,0,0,0,0,2024-10
a3bb09e4-458c-44a1-9891-73394c7c197e,2024-03-08,free,51-200,,finance,partner,False,1,0,0,1,2024-03
6b8ca0e9-a8d6-438d-9765-7b0b8d1f9e0a,2024-07-09,free,51-200,LATAM,education,outbound,False,0,1,0,1,2024-07
066376af-9427-4a45-a7af-0213ac86ddfb,2024-02-09,standard,11-50,,energy,partner,False,0,0,0,1,2024-02
afecc3db-820a-4dfe-a07c-617200810644,2024-05-09,standard,51-200,EU,telecom,seo,False,0,0,0,1,2024-05
cf9f569a-e515-46b4-bafe-ed849279e8d2,2024-08-26,premium,51-200,APAC,healthcare,seo,False,0,0,0,0,2024-08
b3d9fd8b-c0a1-40c0-961e-9f1735a0850a,2024-06-10,free,51-200,,energy,outbound,False,1,1,0,0,2024-06
d128295d-4567-4b2f-bd01-b4529d7dd346,2025-03-10,premium,51-200,EU,telecom,ads,False,0,0,0,1,2025-03
ba19d5ac-591f-4657-9db8-e4b2184f8061,2024-07-01,free,1-10,,education,partner,False,0,0,0,1,2024-07
05a243b1-cd6f-4cdb-b843-2e21dc02540c,2024-03-25,premium,11-50,EU,transport,ads,False,0,0,0,1,2024-03
0b24e898-0bcc-4f7b-aa09-913f7940493c,2025-03-26,standard,11-50,EU,finance,ads,False,0,0,0,0,2025-03
d9918c08-0d53-4d4d-bd3a-a84a8f4cffa4,2025-03-28,standard,11-50,EU,manufacturing,ads,False,0,0,0,0,2025-03
923a0e9f-9d96-4d1e-a601-7ddcb7a0c585,2024-05-14,standard,1-10,,healthcare,partner,False,0,0,0,1,2024-05
bb4aae48-b6f5-4e14-bc60-e1271815b175,2024-10-11,free,1-10,APAC,manufacturing,seo,False,0,0,0,1,2024-10
33f22aae-551a-4e5d-99db-5b53d3a415ba,2024-09-14,free,51-200,LATAM,retail,partner,False,0,0,0,1,2024-09
5bbc041b-65be-4ab1-9e4e-83935e35f2f3,2024-05-22,standard,200+,LATAM,finance,partner,True,0,0,0,1,2024-05
3cc01108-1b21-41bb-9181-da3bd3658530,2025-05-18,free,1-10,,transport,seo,False,0,1,0,1,2025-05
1bf4ca6e-8ea5-4603-a0a5-e6d4f2fda61d,2024-05-09,free,11-50,APAC,manufacturing,ads,False,0,1,0,1,2024-05
08bda0e3-b965-4c61-b619-0b888b280f1d,2024-07-02,free,11-50,,telecom,partner,False,0,1,0,1,2024-07
e67eb264-7c75-4ffd-afda-1948f0961ddc,2025-01-03,premium,51-200,EU,retail,outbound,False,0,0,0,1,2025-01
0f5109be-3ba5-4165-b9ef-33f47247a02c,2024-07-12,standard,1-10,,retail,partner,False,0,0,0,1,2024-07
3b1c035d-fe89-4405-afd9-790b36fb4161,2024-11-03,standard,1-10,,finance,partner,False,0,1,0,1,2024-11
867e822c-7177-4381-ae53-3c7920ed9c3e,2024-06-14,premium,1-10,APAC,manufacturing,outbound,False,0,0,0,1,2024-06
a240fe16-3071-4d70-910d-9448d40a4b23,2024-08-13,standard,1-10,EU,transport,outbound,False,0,1,0,1,2024-08
c31d09be-0125-4559-9e52-7c0ec5d7b1b2,2024-03-04,free,11-50,APAC,media,seo,False,0,1,0,1,2024-03
7a74759a-90cc-41d0-b7cf-e89bf47fd1c0,2024-02-22,standard,11-50,,education,partner,False,0,1,0,1,2024-02
3a566379-75f8-49da-ade0-cfcd22625686,2024-03-09,standard,11-50,APAC,finance,seo,False,0,0,0,1,2024-03
968d9d4a-703b-440e-83c2-1478b4037f91,2025-01-30,premium,11-50,APAC,education,seo,False,0,0,0,1,2025-01
50c2c204-f52c-4290-b2f7-6840a07e50b5,2024-11-09,free,1-10,,energy,ads,False,0,0,0,1,2024-11
af10d671-f19f-422a-90e5-d56e57f64423,2024-09-13,standard,51-200,,transport,seo,False,0,0,0,1,2024-09
5145a407-3205-4c3d-acf5-9cdd627c3278,2024-11-03,standard,11-50,,finance,outbound,False,1,0,0,1,2024-11
fee7a54b-3ccd-44f5-a84e-7866ba0e3792,2024-11-10,standard,1-10,,education,seo,False,0,0,0,1,2024-11
5d9fe11c-771a-4d18-ae36-cdfe42640c57,2025-04-28,premium,1-10,APAC,finance,seo,False,0,0,0,1,2025-04
01bda1a7-3417-421f-928b-77f82aaccea5,2024-08-10,free,51-200,APAC,manufacturing,seo,False,0,0,0,0,2024-08
cb77b61c-320f-4324-8636-4463b2c0e68c,2024-03-20,premium,11-50,APAC,education,ads,False,0,0,0,1,2024-03
b57eeb8b-0d0d-4b31-82b0-0599fcb03736,2025-06-26,premium,200+,EU,software,partner,True,0,0,0,0,2025-06
6b490ce0-9a4c-468b-aef5-f2dddfe9f522,2024-02-17,free,200+,EU,energy,seo,False,0,0,0,0,2024-02
8a2609b2-08b8-4607-a03f-5ec961873ce1,2024-09-07,standard,1-10,,retail,seo,False,1,0,1,1,2024-09
2681ccf0-d49e-4c18-8880-d53ed46cda67,2024-07-07,free,51-200,APAC,transport,outbound,False,0,1,0,1,2024-07
32369adc-f2d6-4f17-963f-550002ad777f,2025-05-22,premium,200+,EU,transport,ads,True,0,0,0,0,2025-05
c278b751-1bd1-47be-a3e7-f61f24c5dc9d,2024-03-17,free,51-200,EU,healthcare,outbound,False,0,0,0,1,2024-03
5de237bf-7903-4036-b32b-0e8b6c016b5f,2024-03-08,standard,1-10,APAC,software,ads,False,0,0,1,1,2024-03
f162e63b-74c0-43cc-b8f0-778bba6d3c6b,2025-01-14,free,1-10,EU,finance,seo,False,0,0,0,1,2025-01
4e53b0f7-f970-4287-87ba-d47bd8d02657,2025-06-11,free,200+,APAC,education,seo,False,0,0,0,0,2025-06
0b57dea5-6d5d-4e90-8f0a-472da6426b46,2024-11-28,free,11-50,APAC,retail,ads,False,0,1,0,1,2024-11
f4e8de07-eaff-489b-9c4e-0a4c51297c04,2024-07-30,premium,1-10,EU,media,ads,False,0,0,0,1,2024-07
0dbdd867-76df-4dc6-93d2-ae3d5f735d17,2024-05-26,standard,1-10,,software,partner,False,0,1,0,1,2024-05
cba6a99e-633f-43e2-ad64-9edd9f784c4f,2024-08-09,premium,1-10,APAC,transport,seo,False,0,0,0,1,2024-08
d7c38ff3-0209-4b9e-b194-be80916918d6,2024-07-10,standard,11-50,APAC,finance,ads,False,0,0,0,0,2024-07
e9f509ef-c757-4be8-b3ca-e9111a21e0fd,2024-10-13,standard,1-10,EU,finance,outbound,False,0,0,0,1,2024-10
e5dcb652-8711-485a-a915-9f3cf11c48d9,2024-12-19,standard,11-50,EU,software,partner,False,0,0,0,1,2024-12
36b210ab-b456-4c44-a7fd-5a90e0bf5703,2024-06-07,free,1-10,EU,healthcare,seo,False,0,1,0,1,2024-06
b6f4fd82-37bd-42c7-ba92-fac88009edd2,2024-02-18,free,1-10,LATAM,media,ads,False,1,1,0,1,2024-02
2ea25811-80a0-4514-8fa5-e1a8d8877b4c,2024-11-14,free,11-50,EU,education,partner,False,1,0,0,1,2024-11
e819f09f-7ae7-4037-a95f-d7e0bf4ef850,2025-02-20,standard,11-50,APAC,transport,seo,False,0,0,0,0,2025-02
1bb7ffd2-e1ed-4186-b3fd-8a953cafe6c2,2024-05-14,free,1-10,APAC,finance,seo,False,1,1,0,1,2024-05
a96363dc-2f41-4a29-8b63-6c94bad52ee1,2025-02-27,free,1-10,,telecom,outbound,False,0,0,0,1,2025-02
5cf7e08e-c907-428c-b85d-e20c8435e7e1,2024-10-03,premium,51-200,EU,education,seo,False,0,0,0,0,2024-10
9dfbc7cf-6f63-46b9-82eb-fa020085c22a,2024-03-10,free,51-200,APAC,telecom,seo,False,0,0,0,0,2024-03
0b4819d9-b0f6-4e88-bbf9-0cb42754ff9d,2025-03-14,free,11-50,,software,seo,False,0,1,0,1,2025-03
b7a5f260-c3f8-4ccd-b7c2-0917907e4751,2024-03-07,standard,51-200,,finance,seo,False,1,1,0,0,2024-03
54f1a10c-a3aa-47d7-90ea-3fec596bc4c3,2024-02-20,free,51-200,APAC,energy,ads,False,0,0,0,1,2024-02
2dd6adc3-2f5e-4e8c-a49e-60aa5058bffc,2024-06-22,free,1-10,APAC,manufacturing,partner,False,1,1,0,1,2024-06
c68f13c4-b146-4e84-a066-456540870d37,2024-05-02,free,11-50,,energy,seo,False,0,1,0,1,2024-05
2db2ee98-629c-4989-8da5-e50e78cd7b8a,2024-03-22,free,11-50,APAC,energy,outbound,False,0,1,0,1,2024-03
5a794f27-6634-4c6a-b7ac-c6fb1eb86186,2024-08-08,standard,1-10,,media,ads,False,0,0,0,1,2024-08
b1f01cc3-065d-429e-9ae7-be874bd3df73,2024-06-29,free,51-200,,retail,partner,False,0,1,0,1,2024-06
0d59a81a-9ae8-49e9-8612-1d0b39d6d94f,2024-12-10,free,1-10,APAC,healthcare,partner,False,0,0,0,1,2024-12
b97b1545-f102-4dcc-84c8-c416b3e18cda,2025-01-07,free,11-50,,transport,partner,False,0,0,0,1,2025-01
f8ec1f1c-d7db-4dc2-98a8-6bcf891b44d4,2024-12-01,standard,1-10,EU,manufacturing,seo,False,0,0,0,1,2024-12
e34faf60-d6a5-4626-a242-84c232b08eff,2025-04-19,free,1-10,EU,transport,seo,False,0,0,0,1,2025-04
3c49ed95-6962-4742-b5fe-ba15cde2b3b7,2024-03-24,free,1-10,EU,energy,partner,False,0,1,0,1,2024-03
b49b5115-8871-4709-87f6-80ccc2de0cc6,2024-02-05,free,1-10,,retail,ads,False,0,0,0,1,2024-02
e04713ce-15d7-4566-b828-c9354341df0b,2024-05-13,premium,200+,EU,energy,seo,True,0,0,0,0,2024-05
a31c98d4-3032-482b-8fce-a3b27e3b7790,2024-08-14,standard,1-10,EU,education,outbound,False,0,0,0,1,2024-08
bb91f63c-9408-4890-b6df-b27c0e173be3,2025-01-15,standard,11-50,LATAM,telecom,seo,False,1,0,0,0,2025-01
dbfce3bc-0234-4ebd-84d3-ce642d829e95,2024-03-18,standard,11-50,,manufacturing,seo,False,0,0,0,0,2024-03
c2addf71-3f0f-49d5-8b01-9ca5636b75f2,2025-02-04,free,1-10,,healthcare,outbound,False,1,0,0,1,2025-02
ed8d776d-d535-4627-920c-02db05b34658,2024-05-16,free,200+,,transport,seo,False,0,0,0,0,2024-05
a997f002-242d-42e6-88a6-50d19c5fe611,2024-05-30,standard,11-50,EU,retail,seo,False,0,0,0,1,2024-05
0b6a4793-7834-4519-9a03-7a3ac1807335,2024-03-29,free,51-200,,education,ads,False,1,1,0,1,2024-03
c543bc1b-04b8-4577-bc7d-6ca6ae969018,2025-01-11,free,1-10,APAC,transport,ads,False,0,1,0,1,2025-01
